ticker,name,address,country,total_stocks,logo,zipcode,sector,summary,city,phone,website,employees,industry
AAP,"Advance Auto Parts, Inc.",2635 East Millbrook Road,United States,64756325,https://logo.clearbit.com/advanceautoparts.com,27604,Consumer Cyclical,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks. The company offers battery accessories; belts and hoses; brakes and brake pads; chassis and climate control parts; clutches and drive shafts; engines and engine parts; exhaust systems and parts; hub assemblies; ignition components and wires; radiators and cooling parts; starters and alternators; and steering and alignment parts. It also offers air conditioning chemicals and accessories; air fresheners; antifreeze and washer fluids; electrical wires and fuses; electronics; floor mats, seat covers, and interior accessories; hand and specialty tools; lighting products; performance parts; sealants, adhesives and compounds; tire repair accessories; vent shades, mirrors and exterior accessories; washes, waxes and cleaning supplies; and wiper blades. In addition, the company offers air filters; fuel and oil additives; fuel filters; grease and lubricants; motor oils; oil filters, part cleaners and treatments; and transmission fluids for engine maintenance. Further, it offers battery and wiper installation; engine light scanning and checking; electrical system testing; video clinic; oil and battery recycling; and loaner tool program services. Additionally, the company sells its products through its Website. It serves professional installers and do-it-yourself customers. The company operates stores under the Advance Auto Parts, Autopart International, and Carquest brands, as well as branches under the Worldpac name. As of January 2, 2021, it operated 4,806 stores and 170 branches in the United States, Puerto Rico, the U.S. Virgin Islands, and Canada; and served 1,277 independently owned Carquest branded stores in Mexico, Grand Cayman, the Bahamas, Turks and Caicos, and the British Virgin Islands. The company was founded in 1929 and is based in Raleigh, North Carolina.",Raleigh,5403624911,http://www.advanceautoparts.com,40000,Specialty Retail
AAPL,Apple Inc.,One Apple Park Way,United States,16770804261,https://logo.clearbit.com/apple.com,95014,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, iPod touch, and other Apple-branded and third-party accessories. It also provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store, that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. In addition, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It sells and delivers third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.",Cupertino,4089961010,http://www.apple.com,147000,Consumer Electronics
ABB,ABB Ltd,Affolternstrasse 44,Switzerland,1657363765,https://logo.clearbit.com/global.abb,8050,Industrials,"ABB Ltd manufactures and sells electrification, industrial automation, and robotics and motion products for customers in utilities, industry and transport, and infrastructure worldwide. Its Electrification segment provides electric vehicle charging infrastructure, renewable power solutions, modular substation packages, distribution automation products, switchboard and panel boards, switchgears, UPS solutions, circuit breakers, measuring and sensing devices, control products, wiring accessories, enclosures and cabling systems, and intelligent home and building solutions for integrating and automating lighting, heating, ventilation, security, and data communication networks. The company's Robotics & Discrete Automation segments provides industrial robots, software, robotic solutions and systems, field services, spare parts, and digital services. This segment also offers solutions based on its programmable logic controllers, industrial PCs, servo motion, transport systems, and machine vision. Its Industrial Automation segment develops and sells industry-specific, integrated automation, and electrification systems and solutions, as well as digital solutions, lifecycle services, and artificial intelligence applications for the process and hybrid industries. This segment also offers process and discrete control technologies, advanced process control software and manufacturing execution systems, sensing, measurement, analytical instrumentation, electric ship propulsion systems, and large turbochargers, as well as remote monitoring, preventive maintenance, asset performance management, and cybersecurity services. The company's Motion segment manufactures and sells drives, motors, generators, traction converters, and mechanical power transmission products. ABB Ltd has a strategic collaboration with IBM. ABB Ltd was founded in 1883 and is headquartered in Zurich, Switzerland.",Zurich,41433177111,http://www.global.abb/group/,105600,Electrical Equipment & Parts
ABBV,AbbVie Inc.,1 North Waukegan Road,United States,1737609924,https://logo.clearbit.com/abbvie.com,60064-6400,Healthcare,"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals in the worldwide. The company offers HUMIRA, a therapy administered as an injection for autoimmune and intestinal Behet's diseases; SKYRIZI to treat moderate to severe plaque psoriasis in adults; RINVOQ, a JAK inhibitor for the treatment of moderate to severe active rheumatoid arthritis in adult patients; IMBRUVICA to treat adult patients with chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL), mantle cell lymphoma, waldenstrm's macroglobulinemia, marginal zone lymphoma, and chronic graft versus host disease; VENCLEXTA, a BCL-2 inhibitor used to treat adults with CLL or SLL; and MAVYRET to treat patients with chronic HCV genotype 1-6 infection. It also provides CREON, a pancreatic enzyme therapy for exocrine pancreatic insufficiency; Synthroid used in the treatment of hypothyroidism; AndroGel for males diagnosed with symptomatic low testosterone; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; Lupron for the palliative treatment of advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; and Botox therapeutic. In addition, the company offers ORILISSA, a nonpeptide small molecule gonadotropin-releasing hormone antagonist for women with moderate to severe endometriosis pain; Duopa and Duodopa, a levodopa-carbidopa intestinal gel to treat Parkinson's disease; Lumigan/Ganfort, a bimatoprost ophthalmic solution for the reduction of elevated intraocular pressure (IOP) in patients with open angle glaucoma (OAG) or ocular hypertension; Ubrelvy to treat migraine with or without aura in adults; Alphagan/ Combigan, an alpha-adrenergic receptor agonist for the reduction of IOP in patients with OAG; and Restasis, a calcineurin inhibitor immunosuppressant to increase tear production. The company was incorporated in 2012 and is based in North Chicago, Illinois.",North Chicago,8479327900,http://www.abbvie.com,47000,Drug ManufacturersGeneral
ABC,AmerisourceBergen Corporation,1300 Morris Drive,United States,147335204,https://logo.clearbit.com/amerisourcebergen.com,19087-5594,Healthcare,"AmerisourceBergen Corporation sources and distributes pharmaceutical products in the United States and internationally. Its Pharmaceutical Distribution segment distributes brand-name and generic pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, outsourced compounded sterile preparations, and related services to various healthcare providers, including acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and other alternate site pharmacies, and other customers. It also provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; and packaging solutions to various institutional and retail healthcare providers. In addition, this segment distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; provides other services primarily to physicians who specialize in various disease states, primarily oncology, as well as to other healthcare providers, including hospitals and dialysis clinics; and offers data analytics, outcomes research, and additional services for biotechnology and pharmaceutical manufacturers. The company's Other segment provides integrated manufacturer services, such as clinical trial support, product post-approval, and commercialization support; offers specialty transportation and logistics services for the biopharmaceutical industry; and sells pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and various other products to customers in both the companion animal and production animal markets, as well as provides demand-creating sales force services to manufacturers. AmerisourceBergen Corporation was founded in 1985 and is headquartered in Chesterbrook, Pennsylvania.",Chesterbrook,6107277000,http://www.amerisourcebergen.com,22000,Medical Distribution
ABF,Associated British Foods plc,Weston Centre,United Kingdom,336309858,https://logo.clearbit.com/abf.co.uk,W1K 4QY,Consumer Defensive,"Associated British Foods plc operates as a diversified food, ingredients, and retail company worldwide. It operates through five segments: Grocery, Sugar, Agriculture, Ingredients, and Retail. The Grocery segment manufactures and sells grocery products, including hot beverages, sugar and sweeteners, vegetable oils, balsamic vinegars, bread and baked goods, cereals, ethnic foods, and meat products to retail, wholesale, and foodservice businesses. The Sugar segment is involved in growing, processing, and sale of sugar beet and sugar cane to industrial users. The Agriculture segment manufactures and sells animal feeds; and provides other products and services for the agriculture sector. The Ingredients segment manufactures bakers' yeast, bakery ingredients, enzymes, lipids, yeast extracts, and cereal specialties. The Retail segment is involved in buying and merchandising clothing and accessories through the Primark and Penneys retail chains, which offer womenswear, menswear, children's wear, footwear, accessories, homeware, and skincare products. The company was founded in 1935 and is headquartered in London, the United Kingdom. Associated British Foods plc is a subsidiary of Wittington Investments Limited.",London,442073996500,http://www.abf.co.uk,133000,Packaged Foods
ABI,Anheuser-Busch InBev SA/NV,Brouwerijplein 1,Belgium,933879816,https://logo.clearbit.com/ab-inbev.com,3000,Consumer Defensive,"Anheuser-Busch InBev SA/NV engages in the production, distribution, and sale of beer, alcoholic beverages, and soft drinks worldwide. It offers a portfolio of approximately 500 beer brands, which primarily include Budweiser, Corona, and Stella Artois; Beck's, Hoegaarden, Leffe, and Michelob Ultra; and Aguila, Antarctica, Bud Light, Brahma, Cass, Castle, Castle Lite, Cristal, Harbin, Jupiler, Modelo Especial, Quilmes, Victoria, Sedrin, and Skol brands. The company was founded in 1366 and is headquartered in Leuven, Belgium. Anheuser-Busch InBev SA/NV is a subsidiary of AB InBev NV/SA.",Leuven,3216276111,http://www.ab-inbev.com,163695,BeveragesBrewers
ABMD,"Abiomed, Inc.",22 Cherry Hill Drive,United States,44246740,https://logo.clearbit.com/abiomed.com,01923,Healthcare,"Abiomed, Inc. engages in the research, development, and sale of medical devices to assist or replace the pumping function of the failing heart. It also provides a continuum of care to heart failure patients. The company offers Impella 2.5 catheter, a percutaneous micro heart pump with integrated motor and sensors for use in interventional cardiology; and Impella CP, a device used by interventional cardiologists to support patients in the cath lab and cardiac surgeons in the heart surgery suite. It also provides Impella 5.0 and Impella LD, which are percutaneous micro heart pumps with integrated motors and sensors for use primarily in the heart surgery suite; Impella RP, a percutaneous catheter-based axial flow pump; Impella SmartAssist platform that includes optical sensor technology for improved pump positioning and the use of algorithms that enable improved native heart assessment during the weaning process; and Impella Connect, a cloud-based technology that enables secure, cloud-based, and remote viewing of the Automated Impella Controller for physicians and hospital staffs. In addition, the company engages in the development of Impella XR Sheath, a sheath designed to expand and recoil to all for ease of use upon insertion of an Impella heart pump and minimize the size of the arteriotomy; Impella BTR, a percutaneous micro heart pumps with integrated motors and sensors; and Impella ECP pump that is designed for blood flow of greater than three liters per minute. It sells its products through direct sales and clinical support personnel in the United States, Canada, Europe, and Asia. The company was founded in 1981 and is headquartered in Danvers, Massachusetts.",Danvers,9786461400,http://www.abiomed.com,1536,Medical Devices
ABN,ABN AMRO Bank N.V.,Gustav Mahlerlaan 10,Netherlands,411203000,https://logo.clearbit.com/abnamro.nl,1082 PP,Financial Services,"ABN AMRO Bank N.V. provides various banking products and services in the Netherlands and internationally. It operates through Retail Banking, Commercial Banking, Private Banking, and Corporate & Institutional Banking segments. The Retail Banking segment offers banking products and services, including labelled residential mortgage products under the Florius and Moneyou names; and consumer loans under the Alpha Credit Nederland, Credivance, Defam, and GreenLoans names. It also issues, promotes, manages, and processes credit cards; and provides revolving credit card facilities and pension schemes, as well as Internet banking services for payment and savings accounts and mortgages, as well as consumer credit and mortgages. The Commercial Banking segment offers asset-based solutions, including working capital solutions, equipment leases and loans, and vendor lease services to business clients and clients. The Private Banking segment provides private banking and private wealth-management-related services. The Corporate & Institutional Banking segment offers derivatives and equity clearing, trade, and commodity finance services. ABN AMRO Bank N.V. was incorporated in 2009 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31206282282,http://www.abnamro.nl,19234,BanksDiversified
ABT,Abbott Laboratories,100 Abbott Park Road,United States,1758189742,https://logo.clearbit.com/abbott.com,60064-6400,Healthcare,"Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide. It operates in four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices. The Established Pharmaceutical Products segment provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, Mnire's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon. The Diagnostic Products segment offers laboratory systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, as well as detect and measure infectious agents; point of care systems; cartridges for testing blood; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for use in laboratories. The Nutritional Products segment provides pediatric and adult nutritional products. The Medical Devices segment offers rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases; and diabetes care products, as well as neuromodulation devices for the management of chronic pain and movement disorders. The company was founded in 1888 and is based in North Chicago, Illinois.",North Chicago,2246676100,http://www.abbott.com,109000,Medical Devices
AC,Accor SA,"82, rue Henri Farman",France,767982248,https://logo.clearbit.com/group.accor.com,92445,Consumer Cyclical,"Accor SA operates a chain of hotels. It operates through three segments: HotelServices, Hotel Assets & Others, and New Businesses. The company owns, operates, manages, and franchises hotels. It also provides digital solutions to independent hotel operators and restaurant owners through D-edge, ResDiary, and Adoria platforms; and hotel booking services for travels agencies and corporates through Gekko solutions. In addition, the company offers concierge services; and digital sales through VeryChic, which offers private sales with luxury and high-end partners, as well as rents private luxury homes, such as onefinestay. As of December 31, 2019, it operated 5,089 hotels with 746,504 rooms in 111 countries worldwide. The company was founded in 1967 and is headquartered in Issy-les-Moulineaux, France.",Issy-les-Moulineaux,33145388600,http://group.accor.com/en,15247,Lodging
ACA,Crdit Agricole S.A.,"12, place des tats-Unis",France,1133992935,https://logo.clearbit.com/credit-agricole.com,92127,Financial Services,"Crdit Agricole S.A. provides retail, corporate, insurance, and investment banking products and services worldwide. It operates through five segments: Asset Gathering; French Retail Banking - LCL; International Retail Banking; Specialised Financial Services; and Large Customers. The company offers payment instruments, loans, and saving products; savings/retirement, death and disability/creditor/group, and property and casualty insurance products; and expertise and investment solutions for active, passive, real estate, and alternative asset management. It also provides wealth management services that allow individual customers to manage, protect, and transfer their assets; and consumer finance and flow management services. In addition, the company offers financing solutions for property and equipment investment and renewal requirements; trade receivable financing and management solutions for corporates; and financing services for renewable energy and public infrastructure projects, as well as leasing services. Further, it provides investment banking, structured finance, international trade finance, commercial banking, capital market, and syndication services; and asset servicing solutions for investment products, as well as various asset classes, such as execution, clearing, forex, security lending and borrowing, custody, depositary bank, fund administration, middle-office solutions, and fund distribution support and services to issuers. Crdit Agricole S.A. serves retail and corporate customers, banks and financial institutions, government agencies, and local authorities. The company is headquartered in Montrouge, France. Crdit Agricole S.A. operates as a subsidiary of SAS Rue La Botie.",Montrouge,33143235202,http://www.credit-agricole.com,72520,BanksRegional
ACN,Accenture plc,1 Grand Canal Square,Ireland,633208981,https://logo.clearbit.com/accenture.com,2,Technology,"Accenture plc, a professional services company, provides strategy and consulting, interactive, and technology and operations services worldwide. The company also provides outsourcing services. It serves communications, media, high tech, software, and platform companies; banking, capital market, and insurance industries; and consumer goods, retail, travel services, industrial, and life science industries, as well as clients in health, public service, chemicals and natural resources, energy, and utilities sectors. Accenture plc has alliance relationships with Adobe, Alibaba, Amazon Web Services, Blue Yonder, Cisco, Dell, Google, HPE, IBM RedHat, Microsoft, Oracle, Pegasystems, Salesforce, SAP, ServiceNow, VMWare, Workday, Massachusetts Institute of Technology, Institut Polytechnique de Paris, CNH Industrial, and Reactive Technologies. The company was incorporated in 2009 and is based in Dublin, Ireland.",Dublin,35316462000,http://www.accenture.com,514000,Information Technology Services
ACS,"ACS, Actividades de Construccin y Servicios, S.A.","Avenida de Pio XII, 102",Spain,231485002,https://logo.clearbit.com/grupoacs.com,28036,Industrials,"ACS, Actividades de Construccin y Servicios, S.A. provides construction and related services in Spain, Rest of Europe, North America, South America, the Asia Pacific, and Africa. The company undertakes construction activities related to development of highways, railways, maritime, and airport works; residential, and social infrastructure and facilities; and contracts for the provision of mining services and infrastructure required for mining activities. It is also involved in the industrial maintenance contracts and services, as well as support services to the clients' operational activities, including electricity, gas, and water network maintenance services and activities; construction, installation, and maintenance services for high-voltage electricity lines, telecommunications systems, railway installations, electricity facilities, mechanical assemblies, and heating and cooling systems; and installation and operational control systems for industrial and municipal services, as well as the execution of EPC projects for the design, construction, and commissioning of projects connected to the energy sector. In addition, the company offers services for people, such as care for the elderly, as well as managing playschools, and collective restoration activities; for buildings, including maintenance, energy efficiency, cleaning, security, logistics, and related services; and to city and environment comprising public lighting management, environmental, and airport services. ACS, Actividades de Construccin y Servicios, S.A. was founded in 1997 and is headquartered in Madrid, Spain.",Madrid,34913439200,http://www.grupoacs.com,0,Engineering & Construction
ACX,"Acerinox, S.A.","Calle Santiago de Compostela, n 100",Spain,378195889,https://logo.clearbit.com/acerinox.com,28035,Basic Materials,"Acerinox, S.A., through its subsidiaries, manufactures, transforms, and markets stainless steel products in Spain, the Americas, Africa, Asia, Oceania, and rest of Europe. The company's Flat Stainless Steel Products segment offers billets, black coil, circles, cold rolled coil and sheet, engraved coil/sheet, hot rolled coil and sheet, plates, and slabs. Its Long Stainless Steel Products segment provides angles, bars, black bar, cold rolled and hot rolled reinforcement bar, color coated wire, hexagonal wire rod, hot rolled reinforcement coil, peeled bar, profiles, reinforcement wire, wires, and wire rods. Acerinox, S.A. was founded in 1970 and is headquartered in Madrid, Spain.",Madrid,34913985100,http://www.acerinox.com,8207,Steel
AD,Koninklijke Ahold Delhaize N.V.,Provincialeweg 11,Netherlands,1046125079,https://logo.clearbit.com/aholddelhaize.com,1506 MA,Consumer Defensive,"Koninklijke Ahold Delhaize N.V. operates retail food stores primarily in the United States and Europe. The company's store formats include supermarkets, convenience stores, compact hypermarkets, cash and carry, drugstores, hypermarkets, and wine and liquor stores. As of December 30, 2019, it operated 6,967 stores primarily under 19 brands serving approximately 50 million customers, as well as online. The company was formerly known as Koninklijke Ahold N.V. and changed its name to Koninklijke Ahold Delhaize N.V. in July 2016. Koninklijke Ahold Delhaize N.V. was founded in 1887 and is headquartered in Zaandam, the Netherlands.",Zaandam,31886595100,http://www.aholddelhaize.com,145000,Grocery Stores
